Id┇Type=Int;Name=Id;Collection=None;Key=A;Out=2;IDType=101;Split=;Doc=HSR装备基础信息		Name┇Type=String;Name=Name;Collection=None;Key=B;Out=0	Type┇Type=EquipmentPartType;Name=Type;Collection=None;Key=C;Out=2	Quality┇Type=QualityType;Name=Quality;Collection=None;Key=D;Out=2	Group┇Type=Int;Name=Group;Collection=None;Key=E;Out=2	Super┇Type=Bool;Name=Super;Collection=None;Key=F;Out=2	Icon┇Type=String;Name=Icon;Collection=None;Key=G;Out=0	Desc┇Type=String;Name=Desc;Collection=None;Key=H;Out=0	Suits┇Type=HSRSuit;Name=Suits;Collection=List;Key=I;Out=0	SellPrice┇Type=Int;Name=SellPrice;Collection=None;Key=J;Out=2	UseMods┇Type=PlayerMod;Name=UseMods;Collection=List;Key=K;Out=0	SourceJumps┇Type=CurrencyJump;Name=SourceJumps;Collection=List;Key=L;Out=0
1018061	星术师帽子（彩色）	EquipName_1016061	0	8	161	0	ui://2opvcgqb9m1r3bp			0	10441	
1018062	星术师胸甲（彩色）	EquipName_1016062	2	8	162	0	ui://2opvcgqb9m1r3br			0		
1018063	星术师手套（彩色）	EquipName_1016063	4	8	163	0	ui://2opvcgqb9m1r3bq			0	10443	
1018064	星术师腰带（彩色）	EquipName_1016064	5	8	164	0	ui://2opvcgqb9m1r3bt			0		
1018065	星术师裤子（彩色）	EquipName_1016065	6	8	165	0	ui://2opvcgqb9m1r3bn			0	10442	
1018066	星术师鞋子（彩色）	EquipName_1016066	7	8	166	0	ui://2opvcgqb9m1r3bl			0		
1018067	星辉护腕（彩色）	EquipName_1016067	3	8	167	0	ui://2opvcgqb9m1r3bs			0	10444	
1018068	星轨吊坠（彩色）	EquipName_1016068	1	8	168	0	ui://2opvcgqb9m1r3bo			0	10445	
1018069	占星指环（彩色）	EquipName_1016069	8	8	169	0	ui://2opvcgqb9m1r3bm			0		
1018070	星术师披风（彩色）	EquipName_1016070	9	8	170	0	ui://2opvcgqbkry03eo			0	10446	
1018071	虚空头盔（彩色）	EquipName_1016071	0	8	171	0	ui://2opvcgqb9m1r3bv			0	10451	
1018072	虚空胸甲（彩色）	EquipName_1016072	2	8	172	0	ui://2opvcgqb9m1r3bi			0		
1018073	虚空手套（彩色）	EquipName_1016073	4	8	173	0	ui://2opvcgqb9m1r3bh			0	10453	
1018074	虚空腰带（彩色）	EquipName_1016074	5	8	174	0	ui://2opvcgqb9m1r3bk			0		
1018075	虚空裤子（彩色）	EquipName_1016075	6	8	175	0	ui://2opvcgqb9m1r3ct			0	10452	
1018076	虚空鞋子（彩色）	EquipName_1016076	7	8	176	0	ui://2opvcgqb9m1r3d8			0		
1018077	虚无缠腕（彩色）	EquipName_1016077	3	8	177	0	ui://2opvcgqb9m1r3bj			0	10454	
1018078	虚空之瞳（彩色）	EquipName_1016078	1	8	178	0	ui://2opvcgqb9m1r3cd			0	10455	
1018079	暗界指环（彩色）	EquipName_1016079	8	8	179	0	ui://2opvcgqb9m1r3ce			0		
1018081	审判头盔（彩色）	EquipName_1016081	0	8	181	0	ui://2opvcgqbdweg2y5			0	10611	
1018082	审判胸甲（彩色）	EquipName_1016082	2	8	182	0	ui://2opvcgqbdweg2y8			0		
1018083	审判手套（彩色）	EquipName_1016083	4	8	183	0	ui://2opvcgqbdweg2y6			0	10613	
1018084	审判腰带（彩色）	EquipName_1016084	5	8	184	0	ui://2opvcgqbdweg2y9			0		
1018085	审判裤子（彩色）	EquipName_1016085	6	8	185	0	ui://2opvcgqbdweg2y3			0	10612	
1018086	审判鞋子（彩色）	EquipName_1016086	7	8	186	0	ui://2opvcgqbdweg2y1			0		
1018087	律法护腕（彩色）	EquipName_1016087	3	8	187	0	ui://2opvcgqbdweg2yh			0	10614	
1018088	裁决天秤（彩色）	EquipName_1016088	1	8	188	0	ui://2opvcgqbdweg2y4			0	10615	
1018089	公正指环（彩色）	EquipName_1016089	8	8	189	0	ui://2opvcgqbdweg2y2			0		
1018090	审判披风（彩色）	EquipName_1016090	9	8	190	0	ui://2opvcgqbkry03eq			0	10616	
1018091	血法头盔（彩色）	EquipName_1016091	0	8	191	0	ui://2opvcgqbdweg2yj		3	0	10621	
1018092	血法胸甲（彩色）	EquipName_1016092	2	8	192	0	ui://2opvcgqbdweg2y7		3	0		
1018093	血法手套（彩色）	EquipName_1016093	4	8	193	0	ui://2opvcgqbdweg2yi		3	0	10623	
1018094	血法腰带（彩色）	EquipName_1016094	5	8	194	0	ui://2opvcgqbdweg2y0		3	0		
1018095	血法裤子（彩色）	EquipName_1016095	6	8	195	0	ui://2opvcgqbdweg2z3		3	0	10622	
1018096	血法鞋子（彩色）	EquipName_1016096	7	8	196	0	ui://2opvcgqbdweg2z1		3	0	10624	
1018097	血缚护腕（彩色）	EquipName_1016097	3	8	197	0	ui://2opvcgqbdweg2xz		18	0	10625	
1018098	噬血魂坠（彩色）	EquipName_1016098	1	8	198	0	ui://2opvcgqbdweg2yk		18	0		
1018099	血誓指环（彩色）	EquipName_1016099	8	8	199	0	ui://2opvcgqbdweg2z2		18	0		
1018101	领主头盔（彩色）	EquipName_1016101	0	8	201	0	ui://2opvcgqb9m1r3au		4	0	10641	
1018102	领主胸甲（彩色）	EquipName_1016102	2	8	202	0	ui://2opvcgqb9m1r3aw		4	0		
1018103	领主手套（彩色）	EquipName_1016103	4	8	203	0	ui://2opvcgqb9m1r3av		4	0	10643	
1018104	领主腰带（彩色）	EquipName_1016104	5	8	204	0	ui://2opvcgqb9m1r3bd		4	0		
1018105	领主裤子（彩色）	EquipName_1016105	6	8	205	0	ui://2opvcgqb9m1r3as		4	0	10642	
1018106	领主鞋子（彩色）	EquipName_1016106	7	8	206	0	ui://2opvcgqb9m1r3aq		4	0		
1018107	威仪臂铠（彩色）	EquipName_1016107	3	8	207	0	ui://2opvcgqb9m1r3ay		19	0	10644	
1018108	权柄坠饰（彩色）	EquipName_1016108	1	8	208	0	ui://2opvcgqb9m1r3at		19	0	10645	
1018109	权玺指环（彩色）	EquipName_1016109	8	8	209	0	ui://2opvcgqb9m1r3ar		19	0		
1018110	领主披风（彩色）	EquipName_1016110	9	8	210	0	ui://2opvcgqbkry03es			0	10646	
1018111	伯爵头盔（彩色）	EquipName_1017111	0	8	211	0	ui://2opvcgqb9m1r3a7		5	0	10631	
1018112	伯爵胸甲（彩色）	EquipName_1017112	2	8	212	0	ui://2opvcgqb9m1r3a9		5	0	10633	
1018113	伯爵手套（彩色）	EquipName_1017113	4	8	213	0	ui://2opvcgqb9m1r3a8		5	0	10632	
1018114	伯爵腰带（彩色）	EquipName_1017114	5	8	214	0	ui://2opvcgqb9m1r3ab		5	0		
1018115	伯爵裤子（彩色）	EquipName_1017115	6	8	215	0	ui://2opvcgqb9m1r3a5		5	0	10634	
1018116	伯爵鞋子（彩色）	EquipName_1017116	7	8	216	0	ui://2opvcgqb9m1r3a3		5	0	10635	
1018117	永夜裹腕（彩色）	EquipName_1017117	3	8	217	0	ui://2opvcgqb9m1r3aa		20	0		
1018118	永夜蔷薇（彩色）	EquipName_1017118	1	8	218	0	ui://2opvcgqb9m1r3a6		20	0		
1018119	猩红徽记（彩色）	EquipName_1017119	8	8	219	0	ui://2opvcgqb9m1r3a4		20	0		
1018121	狼人头盔（彩色）	EquipName_1017121	0	8	221	0	ui://2opvcgqb9m1r3cl		6	0	10501	
1018122	狼人胸甲（彩色）	EquipName_1017122	2	8	222	0	ui://2opvcgqb9m1r3cn		6	0	10503	
1018123	狼人手套（彩色）	EquipName_1017123	4	8	223	0	ui://2opvcgqb9m1r3cm		6	0	10502	
1018124	狼人腰带（彩色）	EquipName_1017124	5	8	224	0	ui://2opvcgqb9m1r3cp		6	0		
1018125	狼人裤子（彩色）	EquipName_1017125	6	8	225	0	ui://2opvcgqb9m1r3cj		6	0	10504	
1018126	狼人鞋子（彩色）	EquipName_1017126	7	8	226	0	ui://2opvcgqb9m1r3ch		6	0		
1018127	狂化臂缚（彩色）	EquipName_1017127	3	8	227	0	ui://2opvcgqb9m1r3co		21	0		
1018128	满月之嚎（彩色）	EquipName_1017128	1	8	228	0	ui://2opvcgqb9m1r3ck		21	0		
1018129	月契之戒（彩色）	EquipName_1017129	8	8	229	0	ui://2opvcgqb9m1r3ci		21	0		
1018131	忍者兜帽（彩色）	EquipName_1017131	0	8	231	0	ui://2opvcgqb9m1r3by		7	0	10421	
1018132	忍者胸甲（彩色）	EquipName_1017132	2	8	232	0	ui://2opvcgqb9m1r3c0		7	0	10423	
1018133	忍者手套（彩色）	EquipName_1017133	4	8	233	0	ui://2opvcgqb9m1r3bz		7	0	10422	
1018134	忍者腰带（彩色）	EquipName_1017134	5	8	234	0	ui://2opvcgqb9m1r3c2		7	0		
1018135	忍者裤子（彩色）	EquipName_1017135	6	8	235	0	ui://2opvcgqb9m1r3cb		7	0	10424	
1018136	忍者鞋子（彩色）	EquipName_1017136	7	8	236	0	ui://2opvcgqb9m1r3bu		7	0	10425	
1018137	暗杀裹手（彩色）	EquipName_1017137	3	8	237	0	ui://2opvcgqb9m1r3c1		22	0		
1018138	胧影勾玉（彩色）	EquipName_1017138	1	8	238	0	ui://2opvcgqb9m1r3bx		22	0		
1018139	断息指环（彩色）	EquipName_1017139	8	8	239	0	ui://2opvcgqb9m1r3bw		22	0		
1018140	忍者披风（彩色）	EquipName_1017140	9	8	240	0	ui://2opvcgqbkry03en			0	10426	
1018141	灵风头盔（彩色）	EquipName_1017141	0	8	241	0	ui://2opvcgqbdweg2yn		8	0	10711	
1018142	灵风胸甲（彩色）	EquipName_1017142	2	8	242	0	ui://2opvcgqbdweg2yp		8	0	10713	
1018143	灵风手套（彩色）	EquipName_1017143	4	8	243	0	ui://2opvcgqbdweg2yo		8	0	10712	
1018144	灵风腰带（彩色）	EquipName_1017144	5	8	244	0	ui://2opvcgqbdweg2yr		8	0		
1018145	灵风裤子（彩色）	EquipName_1017145	6	8	245	0	ui://2opvcgqbdweg2yl		8	0	10714	
1018146	灵风鞋子（彩色）	EquipName_1017146	7	8	246	0	ui://2opvcgqbdweg30f		8	0	10715	
1018147	羽织护腕（彩色）	EquipName_1017147	3	8	247	0	ui://2opvcgqbdweg2yq		23	0		
1018148	风语吊坠（彩色）	EquipName_1017148	1	8	248	0	ui://2opvcgqbdweg2ym		23	0		
1018149	风痕之戒（彩色）	EquipName_1017149	8	8	249	0	ui://2opvcgqbdweg2zs		23	0		
1018150	灵风披风（彩色）	EquipName_1017150	9	8	250	0	ui://2opvcgqbkry03eu			0	10706	
1018151	暗影头盔（彩色）	EquipName_1017151	0	8	251	0	ui://2opvcgqbdweg2yw		9	0	10721	
1018152	暗影胸甲（彩色）	EquipName_1017152	2	8	252	0	ui://2opvcgqbdweg2yy		9	0	10723	
1018153	暗影手套（彩色）	EquipName_1017153	4	8	253	0	ui://2opvcgqbdweg2yx		9	0	10722	
1018154	暗影腰带（彩色）	EquipName_1017154	5	8	254	0	ui://2opvcgqbdweg2z0		9	0		
1018155	暗影裤子（彩色）	EquipName_1017155	6	8	255	0	ui://2opvcgqbdweg2yu		9	0	10724	
1018156	暗影鞋子（彩色）	EquipName_1017156	7	8	256	0	ui://2opvcgqbdweg2ys		9	0	10725	
1018157	暗缚裹腕（彩色）	EquipName_1017157	3	8	257	0	ui://2opvcgqbdweg2yz		24	0		
1018158	影核之心（彩色）	EquipName_1017158	1	8	258	0	ui://2opvcgqbdweg2yv		24	0		
1018159	幽影之戒（彩色）	EquipName_1017159	8	8	259	0	ui://2opvcgqbdweg2yt		24	0		
1018161	愤怒头盔（彩色）	EquipName_1017161	0	8	261	0	ui://2opvcgqb9m1r39p		10	0	10601	
1018162	愤怒胸甲（彩色）	EquipName_1017162	2	8	262	0	ui://2opvcgqb9m1r39r		10	0	10603	
1018163	愤怒手套（彩色）	EquipName_1017163	4	8	263	0	ui://2opvcgqb9m1r39q		10	0	10602	
1018164	愤怒腰带（彩色）	EquipName_1017164	5	8	264	0	ui://2opvcgqb9m1r39t		10	0		
1018165	愤怒裤子（彩色）	EquipName_1017165	6	8	265	0	ui://2opvcgqb9m1r39n		10	0	10604	
1018166	愤怒鞋子（彩色）	EquipName_1017166	7	8	266	0	ui://2opvcgqb9m1r39l		10	0	10605	
1018167	怒痕护腕（彩色）	EquipName_1017167	3	8	267	0	ui://2opvcgqb9m1r39s		25	0		
1018168	怒焰心坠（彩色）	EquipName_1017168	1	8	268	0	ui://2opvcgqb9m1r39o		25	0		
1018169	怒火焚戒（彩色）	EquipName_1017169	8	8	269	0	ui://2opvcgqb9m1r39m		25	0		
1018171	恐惧头盔（彩色）	EquipName_1017171	0	8	271	0	ui://2opvcgqb9m1r3d3		11	0	10541	
1018172	恐惧胸甲（彩色）	EquipName_1017172	2	8	272	0	ui://2opvcgqb9m1r3d5		11	0	10543	
1018173	恐惧手套（彩色）	EquipName_1017173	4	8	273	0	ui://2opvcgqb9m1r3d4		11	0	10542	
1018174	恐惧腰带（彩色）	EquipName_1017174	5	8	274	0	ui://2opvcgqb9m1r3d7		11	0		
1018175	恐惧裤子（彩色）	EquipName_1017175	6	8	275	0	ui://2opvcgqb9m1r3d1		11	0	10544	
1018176	恐惧鞋子（彩色）	EquipName_1017176	7	8	276	0	ui://2opvcgqb9m1r3cz		11	0	10545	
1018177	深渊缠腕（彩色）	EquipName_1017177	3	8	277	0	ui://2opvcgqb9m1r3d6		26	0		
1018178	梦魇吊坠（彩色）	EquipName_1017178	1	8	278	0	ui://2opvcgqb9m1r3d2		26	0		
1018179	战栗之戒（彩色）	EquipName_1017179	8	8	279	0	ui://2opvcgqb9m1r3d0		26	0		
1018181	厄运头盔（彩色）	EquipName_1017181	0	8	281	0	ui://2opvcgqb9m1r39y		13	0	10661	
1018182	厄运胸甲（彩色）	EquipName_1017182	2	8	282	0	ui://2opvcgqb9m1r3af		13	0	10663	
1018183	厄运手套（彩色）	EquipName_1017183	4	8	283	0	ui://2opvcgqb9m1r3a0		13	0	10662	
1018184	厄运腰带（彩色）	EquipName_1017184	5	8	284	0	ui://2opvcgqb9m1r3a2		13	0		
1018185	厄运裤子（彩色）	EquipName_1017185	6	8	285	0	ui://2opvcgqb9m1r39w		13	0	10664	
1018186	厄运鞋子（彩色）	EquipName_1017186	7	8	286	0	ui://2opvcgqb9m1r39u		13	0	10665	
1018187	诅咒缠腕（彩色）	EquipName_1017187	3	8	287	0	ui://2opvcgqb9m1r3a1		28	0		
1018188	永咒厄坠（彩色）	EquipName_1017188	1	8	288	0	ui://2opvcgqb9m1r39x		28	0		
1018189	命劫之戒（彩色）	EquipName_1017189	8	8	289	0	ui://2opvcgqb9m1r39w		28	0		
1018191	君王头盔（彩色）	EquipName_1017191	0	8	291	0	ui://2opvcgqb9m1r3al		12	0	10721	
1018192	君王胸甲（彩色）	EquipName_1017192	2	8	292	0	ui://2opvcgqb9m1r3an		12	0	10723	
1018193	君王手套（彩色）	EquipName_1017193	4	8	293	0	ui://2opvcgqb9m1r3am		12	0	10722	
1018194	君王腰带（彩色）	EquipName_1017194	5	8	294	0	ui://2opvcgqb9m1r3ap		12	0		
1018195	君王裤子（彩色）	EquipName_1017195	6	8	295	0	ui://2opvcgqb9m1r3aj		12	0	10724	
1018196	君王鞋子（彩色）	EquipName_1017196	7	8	296	0	ui://2opvcgqb9m1r3da		12	0	10725	
1018197	神谕臂铠（彩色）	EquipName_1017197	3	8	297	0	ui://2opvcgqb9m1r3ao		27	0		
1018198	天命星坠（彩色）	EquipName_1017198	1	8	298	0	ui://2opvcgqb9m1r3ak		27	0		
1018199	至尊华戒（彩色）	EquipName_1017199	8	8	299	0	ui://2opvcgqb9m1r3be		27	0		
1018200	君王披风（彩色）	EquipName_1017200	9	8	300	0	ui://2opvcgqbkry03et			0	10726	
1018201	追猎者头盔（彩色）	EquipName_1017201	0	8	301	0	ui://2opvcgqb9m1r3b3		14	0	10651	
1018202	追猎者胸甲（彩色）	EquipName_1017202	2	8	302	0	ui://2opvcgqb9m1r3b5		14	0	10653	
1018203	追猎者手套（彩色）	EquipName_1017203	4	8	303	0	ui://2opvcgqb9m1r3b4		14	0	10652	
1018204	追猎者腰带（彩色）	EquipName_1017204	5	8	304	0	ui://2opvcgqb9m1r3b7		14	0		
1018205	追猎者裤子（彩色）	EquipName_1017205	6	8	305	0	ui://2opvcgqb9m1r3b1		14	0		
1018206	追猎者鞋子（彩色）	EquipName_1017206	7	8	306	0	ui://2opvcgqb9m1r3az		14	0	10655	
1018207	猎杀缚腕（彩色）	EquipName_1017207	3	8	307	0	ui://2opvcgqb9m1r3b6		29	0		
1018208	狩猎之心（彩色）	EquipName_1017208	1	8	308	0	ui://2opvcgqb9m1r3b2		29	0		
1018209	猎物之瞳（彩色）	EquipName_1017209	8	8	309	0	ui://2opvcgqb9m1r3b0		29	0		
1018210	追猎者披风（彩色）	EquipName_1017210	9	8	310	0	ui://2opvcgqbkry03er			0	10656	
1018211	瘟疫头盔（彩色）	EquipName_1017211	0	8	311	0	ui://2opvcgqb9m1r3ai		15	0	10671	
1018212	瘟疫胸甲（彩色）	EquipName_1017212	2	8	312	0	ui://2opvcgqb9m1r3ah		15	0	10673	
1018213	瘟疫手套（彩色）	EquipName_1017213	4	8	313	0	ui://2opvcgqb9m1r3ax		15	0	10672	
1018214	瘟疫腰带（彩色）	EquipName_1017214	5	8	314	0	ui://2opvcgqb9m1r3bb		15	0		
1018215	瘟疫裤子（彩色）	EquipName_1017215	6	8	315	0	ui://2opvcgqb9m1r3ba		15	0	10674	
1018216	瘟疫鞋子（彩色）	EquipName_1017216	7	8	316	0	ui://2opvcgqb9m1r3b8		15	0	10675	
1018217	腐朽缚腕（彩色）	EquipName_1017217	3	8	317	0	ui://2opvcgqb9m1r39z		30	0		
1018218	疫病之源（彩色）	EquipName_1017218	1	8	318	0	ui://2opvcgqb9m1r3bc		30	0		
1018219	腐朽印戒（彩色）	EquipName_1017219	8	8	319	0	ui://2opvcgqb9m1r3b9		30	0		
